Дата / Дата / Дата / Дата / Дата / 1,Дефицит (+)/ профицит (-) ликвидности / Дефицит (+)/ профицит (-) ликвидности / Дефицит (+)/ профицит (-) ликвидности / Дефицит (+)/ профицит (-) ликвидности / Дефицит (+)/ профицит (-) ликвидности / 2 = 4 - 9 + 13 - 14 + 15,Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / 3 = 4 - 9 + 13,в том числе / стандартные инструменты денежно-кредитной политики / требования Банка России к кредитным организациям / требования Банка России к кредитным организациям / требования Банка России к кредитным организациям / 4 = 5 + 6 + 7 + 8,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / аукционы / репо и «валютный своп»** / 5,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / аукционы / обеспеченные кредиты / 6,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / операции постоянного действия / репо и «валютный своп»** / 7,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / операции постоянного действия / обеспеченные кредиты / 8,в том числе / стандартные инструменты денежно-кредитной политики / обязательства Банка России перед кредитными организациями / обязательства Банка России перед кредитными организациями / обязательства Банка России перед кредитными организациями / 9 = 10 + 11 + 12,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / депозиты / аукционы / 10,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / депозиты / операции постоянного действия / 11,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / КОБР / КОБР / 12,"в том числе / операции на возвратной основе, не относящиеся к стандартным инструментам денежно-кредитной политики (в том числе ДМ)* / операции на возвратной основе, не относящиеся к стандартным инструментам денежно-кредитной политики (в том числе ДМ)* / операции на возвратной основе, не относящиеся к стандартным инструментам денежно-кредитной политики (в том числе ДМ)* / операции на возвратной основе, не относящиеся к стандартным инструментам денежно-кредитной политики (в том числе ДМ)* / 13",Справочно: / Средства банков на корсчетах в Банке России / Средства банков на корсчетах в Банке России / Средства банков на корсчетах в Банке России / Средства банков на корсчетах в Банке России / 14,"Справочно: / Обязательные резервы, подлежащие усреднению на корсчетах*** / Обязательные резервы, подлежащие усреднению на корсчетах*** / Обязательные резервы, подлежащие усреднению на корсчетах*** / Обязательные резервы, подлежащие усреднению на корсчетах*** / 15"
20.03.2023,"-2 388,3","-1 974,3","1 935,8","1 668,7",0,0,2671,"4 269,4","3 243,4",1 026,0,3593,"2 867,2","2 453,2"
17.03.2023,"-2 314,5",-1 933,"1 927,7","1 668,7",0,0,259,4 221,"3 243,4",9777,0,3604,"2 834,8","2 453,2"
16.03.2023,"-2 204,5","-1 923,6","1 937,3","1 668,7",0,0,2686,"4 221,4","3 243,4",978,0,3605,"2 734,1","2 453,2"
15.03.2023,"-2 391,9","-3 919,5","1 882,4","1 668,7",0,0,2137,"6 163,2","4 464,4","1 698,8",0,3613,8746,"2 402,1"
14.03.2023,"-2 398,8","-2 079,3","1 954,3","1 668,7",0,0,2856,"4 399,6","3 050,4","1 349,2",0,366,"2 721,6","2 402,1"
13.03.2023,"-2 389,8",-1 787,"1 967,4","1 668,7",0,0,2987,"4 120,6","3 050,4","1 070,3",0,3662,"3 004,9","2 402,1"
10.03.2023,"-2 297,5","-1 285,2","2 436,1","1 668,7",0,0,7674,"4 089,3","3 050,4","1 038,9",0,368,"3 414,5","2 402,1"
09.03.2023,"-2 393,4","-2 187,2","2 022,8","1 668,7",0,0,3541,"4 578,1","3 331,2",1 247,0,3682,"2 608,3","2 402,1"
07.03.2023,"-2 244,3","-2 112,7",1 932,"1 668,7",0,0,2633,"4 413,3","3 331,2","1 082,2",0,3686,"2 533,8","2 402,1"
06.03.2023,"-2 816,8",-1 998,"1 956,6","1 668,7",0,0,2879,"4 323,2","3 331,2",9921,0,3687,"3 220,9","2 402,1"
03.03.2023,"-2 843,8",-2 367,"1 986,6","1 668,7",0,0,3179,"4 717,6","3 331,2","1 386,4",0,364,2 879,"2 402,1"
02.03.2023,"-2 340,6","-2 142,2","2 203,2","1 668,7",0,0,5345,"4 710,4","3 331,2","1 379,3",0,3651,"2 600,6","2 402,1"
01.03.2023,"-1 901,1","-2 064,8","2 626,1","1 668,7",0,0,9574,5 056,3 730,1 326,0,3651,"2 238,4","2 402,1"
28.02.2023,"-2 388,7","-2 376,7","2 614,9","1 668,7",0,0,9462,"5 358,8",3 730,"1 628,8",0,3673,"2 414,2","2 402,1"
27.02.2023,"-2 710,1","-2 792,1","2 114,5","1 668,7",0,0,4458,"5 275,9",3 730,"1 545,9",0,3693,"2 320,1","2 402,1"
24.02.2023,"-2 701,3","-2 773,5","2 114,5","1 668,7",0,0,4458,"5 257,3",3 730,"1 527,3",0,3693,"2 329,9","2 402,1"
22.02.2023,"-2 738,5","-3 053,6","2 391,9","1 668,7",0,0,7232,5 807,"4 549,5","1 257,5",0,3615,2 087,"2 402,1"
21.02.2023,"-2 860,6","-3 253,6","2 217,2","1 668,7",0,0,5485,"5 832,3","4 549,5","1 282,7",0,3615,"2 009,2","2 402,1"
20.02.2023,"-3 106,4","-3 417,5","2 003,3","1 668,7",0,0,3346,"5 781,4","4 549,5","1 231,9",0,3606,"2 091,1","2 402,1"
17.02.2023,"-3 147,5","-3 518,6","2 021,1","1 668,7",0,0,3524,"5 900,9","4 549,5","1 351,4",0,3612,"2 031,1","2 402,1"
16.02.2023,"-3 249,8","-3 326,3","2 154,1","1 668,8",0,0,4853,"5 841,6","4 549,5","1 292,1",0,3612,"2 325,6","2 402,1"
15.02.2023,"-3 255,9","-4 772,8","2 488,5","2 064,8",0,0,4237,"7 622,4","6 291,6","1 330,8",0,3611,9147,"2 431,6"
14.02.2023,"-3 106,7","-4 409,9","2 256,5","2 064,9",0,0,1916,"7 027,5","5 252,6","1 774,9",0,3612,"1 128,4","2 431,6"
13.02.2023,"-3 402,1","-4 083,8","2 356,6","2 064,9",0,0,2917,"6 800,7","5 252,6","1 548,1",0,3602,"1 749,9","2 431,6"
10.02.2023,"-3 256,5","-4 018,5","2 263,5",2 065,0,0,1985,"6 641,5","5 252,6","1 388,9",0,3594,"1 669,6","2 431,6"
09.02.2023,"-3 277,3","-4 073,3","2 268,1",2 065,0,04,2026,"6 700,9","5 252,6","1 448,3",0,3595,"1 635,6","2 431,6"
08.02.2023,"-3 548,6","-3 352,6","2 247,5",2 065,0,04,1821,5 960,"4 371,5","1 588,5",0,3599,"2 627,6","2 431,6"
07.02.2023,-3 615,"-3 383,1","2 266,3",2 065,0,04,2009,"6 011,3","4 371,5","1 639,7",0,3618,"2 663,5","2 431,6"
06.02.2023,-3 646,"-3 175,2","2 318,1",2 065,0,04,2527,"5 855,8","4 371,5","1 484,2",0,3625,"2 902,4","2 431,6"
03.02.2023,"-3 580,5","-3 199,5","2 237,6",2 065,0,0,1726,"5 797,6","4 371,5","1 426,1",0,3605,"2 812,6","2 431,6"
02.02.2023,"-3 420,6","-3 250,1","2 238,6",2 065,0,0,1736,"5 840,7","4 371,5","1 469,2",0,352,"2 602,1","2 431,6"
01.02.2023,"-2 857,7","-3 214,8","2 240,1","2 065,4",0,0,1747,"5 801,4",4 469,"1 332,4",0,3465,"2 074,5","2 431,6"
31.01.2023,"-3 293,6","-3 220,3","2 240,2","2 065,4",0,0,1748,"5 796,6",4 469,"1 327,7",0,3361,"2 504,9","2 431,6"
30.01.2023,"-3 236,9","-3 296,2","2 241,4","2 065,4",0,0,1759,"5 858,5",4 469,"1 389,6",0,321,"2 372,3","2 431,6"
27.01.2023,-3 424,"-3 405,7","2 241,3","2 065,4",0,0,1759,5 968,4 469,"1 499,1",0,321,"2 449,9","2 431,6"
26.01.2023,"-3 594,3","-3 436,5","2 241,7","2 065,4",0,0,1763,"5 998,4",4 469,"1 529,4",0,3201,"2 589,4","2 431,6"
25.01.2023,"-3 680,8","-2 841,5","2 242,9","2 065,4",0,0,1775,5 405,"3 884,1","1 520,9",0,3205,"3 270,9","2 431,6"
24.01.2023,"-3 710,5","-2 756,2","2 244,1","2 065,4",0,0,1787,5 321,"3 884,1","1 436,9",0,3206,"3 385,9","2 431,6"
23.01.2023,"-3 679,5","-2 710,3","2 247,1","2 065,4",0,0,1817,"5 278,1","3 884,1",1 394,0,3207,"3 400,8","2 431,6"
20.01.2023,"-3 661,6","-2 701,7","2 248,4","2 065,4",0,0,183,"5 271,3","3 884,1","1 387,2",0,3212,"3 391,5","2 431,6"
19.01.2023,"-3 634,2","-2 701,1","2 275,4","2 065,5",0,0,2099,"5 298,8","3 884,1","1 414,7",0,3223,"3 364,7","2 431,6"
18.01.2023,-3 668,"-3 703,8","2 328,8","2 065,5",0,0,2633,"6 354,9","5 062,6","1 292,4",0,3223,"2 286,3","2 322,1"
17.01.2023,"-3 052,2","-2 741,6",2 329,"2 065,5",0,0,2635,5 393,"3 760,6","1 632,4",0,3224,"2 632,7","2 322,1"
16.01.2023,"-1 882,3","-2 667,1","2 342,6","2 065,5",0,14,2756,"5 332,1","3 760,6","1 571,5",0,3224,"1 537,3","2 322,1"
13.01.2023,"-3 160,3","-2 781,5","2 324,7","2 065,5",0,28,2565,"5 429,6","3 760,6",1 669,0,3234,"2 700,9","2 322,1"
12.01.2023,"-3 513,1","-2 675,2","2 313,4","2 065,5",0,28,2451,"5 312,3","3 760,6","1 551,7",0,3237,3 160,"2 322,1"
11.01.2023,"-3 820,1",-3 708,"1 736,9","1 491,5",0,28,2426,"5 768,7","4 864,9",9039,0,3238,"2 434,2","2 322,1"
10.01.2023,"-3 557,2","-2 890,5","1 744,4","1 491,5",0,3,2499,4 968,3 412,1 556,0,3332,"2 988,8","2 322,1"
09.01.2023,-3 550,"-3 164,9","1 812,5","1 491,5",0,79,313,"5 308,7","3 621,2","1 687,6",0,3314,"2 707,2","2 322,1"
06.01.2023,"-3 545,8","-3 131,1","1 808,4","1 491,5",0,79,309,"5 270,9","3 621,2","1 649,7",0,3314,"2 736,8","2 322,1"
05.01.2023,"-3 547,1","-3 126,4","1 808,4","1 491,5",0,79,309,"5 266,2","3 621,2",1 645,0,3314,"2 742,8","2 322,1"
04.01.2023,-3 548,"-3 054,4","1 808,4","1 491,5",0,79,309,"5 194,2","3 621,2","1 573,1",0,3314,"2 815,6","2 322,1"
03.01.2023,"-3 471,1","-2 809,6","1 808,4","1 491,5",0,79,309,"4 949,4","3 621,2","1 328,2",0,3314,"2 983,6","2 322,1"
01.01.2023,"-3 471,1","-2 809,6","1 808,4","1 491,5",0,79,309,"4 949,4","3 621,2","1 328,2",0,3314,"2 983,6","2 322,1"
30.12.2022,-1 709,"-1 668,8","1 895,8","1 491,5",0,31,4011,"3 897,9","2 515,2","1 382,7",0,3333,"2 362,3","2 322,1"
29.12.2022,"-1 535,9","-1 751,2","2 178,4","1 491,6",0,12,6857,"4 262,5","2 515,2","1 747,4",0,333,"2 106,8","2 322,1"
28.12.2022,"-1 322,3","-1 718,9","1 924,4","1 491,6",0,08,4319,"3 986,2","2 519,1","1 467,2",0,3429,"1 925,5","2 322,1"
27.12.2022,"-1 380,9","-1 535,5","1 757,7","1 491,6",0,04,2657,"3 636,8","2 519,1","1 117,8",0,3436,"2 167,5","2 322,1"
26.12.2022,"-2 246,7","-1 642,5",1 632,"1 491,6",0,04,140,"3 609,5","2 519,1","1 090,4",0,335,"2 926,3","2 322,1"
23.12.2022,"-1 482,8","-1 600,6","1 692,7","1 491,6",0,04,2007,"3 628,1","2 519,1",1 109,0,3348,"2 204,3","2 322,1"
22.12.2022,-1 420,"-1 542,1","1 690,9","1 491,7",0,07,1986,"3 560,8","2 519,1","1 041,8",0,3277,2 200,"2 322,1"
21.12.2022,"-1 323,8","-1 490,4","1 726,7","1 491,8",0,07,2342,"3 545,1",2 500,"1 045,1",0,3281,"2 155,5","2 322,1"
20.12.2022,-1 163,"-1 387,8",1 728,"1 492,1",0,22,2338,"3 441,1",2 500,9411,0,3253,"2 097,3","2 322,1"
19.12.2022,"-1 370,5","-1 449,2","1 654,9","1 492,1",0,22,1606,"3 430,1",2 500,9301,0,326,"2 243,4","2 322,1"
16.12.2022,"-1 277,2","-1 518,7","1 663,5","1 492,1",0,22,1692,"3 515,1",2 500,"1 015,1",0,3329,"2 080,6","2 322,1"
15.12.2022,"-1 596,4",-1 528,"1 637,3","1 492,1",0,22,1431,"3 498,6",2 500,9986,0,3333,"2 390,5","2 322,1"
14.12.2022,"-1 398,5","-1 996,6","2 074,8","1 492,1",0,21,5806,4 405,"3 063,3","1 341,6",0,3335,"1 707,1","2 305,2"
13.12.2022,"-1 311,8","-1 801,2","2 117,6","1 492,1",0,16,624,"4 253,5","3 063,3","1 190,2",0,3346,"1 815,8","2 305,2"
12.12.2022,"-1 582,5","-1 868,4","2 052,4","1 492,1",0,19,5584,"4 255,8","3 063,3","1 192,5",0,3351,"2 019,3","2 305,2"
09.12.2022,-1 277,"-2 117,6","1 692,6","1 492,1",0,21,1984,"4 145,5","3 063,3","1 082,2",0,3354,"1 464,6","2 305,2"
08.12.2022,"-1 881,4","-2 166,8","1 705,5","1 492,1",0,21,2113,"4 207,8","3 063,3","1 144,4",0,3355,"2 019,9","2 305,2"
07.12.2022,"-1 813,5","-1 481,9","2 031,7","1 776,8",0,22,2527,"3 849,2","2 539,3","1 309,9",0,3356,"2 636,8","2 305,2"
06.12.2022,"-1 320,5","-1 397,3","2 048,7",1 777,0,21,2696,"3 783,6","2 539,3","1 244,4",0,3376,"2 228,4","2 305,2"
05.12.2022,"-1 235,5","-1 409,6","2 047,8",1 777,0,08,270,3 796,"2 539,3","1 256,8",0,3386,"2 131,1","2 305,2"
02.12.2022,-8846,-1 383,"2 076,1",1 777,0,0,2991,3 798,"2 539,3","1 258,8",0,3389,"1 806,8","2 305,2"
01.12.2022,-9912,"-1 239,6","2 045,3","1 777,1",0,06,2677,"3 629,6","2 539,3","1 090,4",0,3447,"2 056,8","2 305,2"
30.11.2022,"-1 026,1",-9077,"2 044,4","1 777,1",0,0,2674,"3 298,2","1 663,3","1 634,8",0,3461,"2 423,6","2 305,2"
29.11.2022,-5807,-7186,"2 045,7","1 777,1",0,0,2686,"3 109,8","1 663,3","1 446,5",0,3455,"2 167,3","2 305,2"
28.11.2022,-5803,-7309,"2 023,9","1 777,2",0,01,2466,"3 092,2","1 663,3","1 428,9",0,3374,"2 154,6","2 305,2"
25.11.2022,"-1 907,6","-1 065,7","1 895,6","1 777,3",0,0,1183,"3 284,4","1 663,3","1 621,1",0,3232,"3 147,1","2 305,2"
24.11.2022,"-1 811,3",-8733,"1 895,1","1 777,3",0,07,117,"3 092,4","1 663,3","1 429,1",0,324,"3 243,2","2 305,2"
23.11.2022,"-1 756,3",-7038,"1 896,3","1 778,2",0,07,1174,"2 915,7","1 853,9","1 061,9",0,3156,"3 357,7","2 305,2"
22.11.2022,"-1 776,7",-7595,"1 936,4","1 778,2",0,07,1574,"3 021,3","1 853,9","1 167,4",0,3254,"3 322,5","2 305,2"
21.11.2022,"-1 646,2",-621,1 937,"1 778,2",0,07,158,"2 881,7","1 853,9","1 027,8",0,3237,"3 330,4","2 305,2"
18.11.2022,-6567,-5421,"1 936,2","1 778,2",0,07,1572,"2 804,1","1 853,9",9502,0,3258,"2 419,8","2 305,2"
17.11.2022,-9579,-6129,"1 937,3","1 778,2",0,07,1583,2 874,"1 853,9","1 020,2",0,3239,"2 650,2","2 305,2"
16.11.2022,-7366,"-1 350,7","1 958,2","1 778,4",0,06,1792,"3 632,9","2 448,8","1 184,1",0,324,"1 709,3","2 323,3"
15.11.2022,"-1 078,8","-1 111,4","1 938,5","1 778,4",0,05,1596,"3 375,2","1 763,3","1 611,9",0,3253,"2 290,8","2 323,3"
14.11.2022,"-1 325,3",-6533,"1 940,7","1 778,4",0,05,1617,"2 918,5","1 763,3","1 155,2",0,3246,"2 995,3","2 323,3"
11.11.2022,"-1 078,3",-629,"1 972,5","1 778,4",0,13,1928,"2 927,4","1 763,3","1 164,1",0,3258,"2 772,6","2 323,3"
10.11.2022,"-1 345,6",-6271,"1 972,7","1 778,5",0,13,1929,"2 923,5","1 763,3","1 160,2",0,3237,"3 041,8","2 323,3"
09.11.2022,-1 393,"-1 643,7",5639,3714,0,13,1912,"2 531,4",1 010,"1 521,4",0,3239,"2 072,6","2 323,3"
08.11.2022,"-1 369,1","-1 273,7","1 064,7",3714,0,13,6921,"2 663,7",1 010,"1 653,7",0,3253,"2 418,7","2 323,3"
07.11.2022,"-1 252,3","-1 014,5","1 219,6",3716,0,13,8467,"2 559,5",1 010,"1 549,5",0,3254,"2 561,2","2 323,3"
03.11.2022,"-1 251,7",-9008,"1 179,8",3719,0,13,8066,"2 404,9",1 010,"1 394,9",0,3242,"2 674,2","2 323,3"
02.11.2022,-9701,-6416,"1 469,3",372,0,13,"1 096,1","2 435,3",1 070,"1 365,3",0,3244,"2 651,8","2 323,3"
01.11.2022,-9613,-5642,"1 569,9",3721,0,15,"1 196,3","2 458,1",1 070,"1 388,1",0,324,"2 720,4","2 323,3"
31.10.2022,"-1 175,7",-8669,1 218,3721,0,13,8446,"2 413,1",1 070,"1 343,1",0,3282,"2 632,2","2 323,3"
28.10.2022,"-1 401,5","-1 496,6",6395,3721,0,15,2659,"2 474,2",1 070,"1 404,2",0,3381,"2 228,2","2 323,3"
27.10.2022,"-1 272,7","-1 549,6",850,3721,0,15,4764,"2 734,8",1 070,"1 664,8",0,3352,"2 046,4","2 323,3"
26.10.2022,-6228,"-1 127,8","1 349,7",3721,0,15,976,"2 811,3",7299,"2 081,4",0,3338,"1 818,3","2 323,3"
25.10.2022,"-1 265,9","-1 456,5","1 347,7",3721,0,2,9736,3 138,7299,"2 408,1",0,3337,"2 132,7","2 323,3"
24.10.2022,"-1 267,5",-9351,"1 383,5",3721,0,25,"1 008,9","2 652,7",7299,"1 922,8",0,3341,"2 655,7","2 323,3"
21.10.2022,"-1 126,2","-1 029,9","1 347,9",3721,0,31,9727,"2 711,8",7299,1 982,0,3341,"2 419,7","2 323,3"
20.10.2022,"-1 251,5",-1 278,"1 097,8",3721,0,37,722,"2 709,9",7299,1 980,0,3341,"2 296,9","2 323,3"
19.10.2022,"-1 207,3","-1 368,8","1 192,6",3721,0,37,8168,"2 895,9",1 360,"1 535,9",0,3344,"2 161,8","2 323,3"
18.10.2022,"-1 198,3","-1 312,4","1 212,6",3722,0,37,8367,"2 858,7",1 360,"1 498,7",0,3338,"2 209,3","2 323,3"
17.10.2022,"-1 210,6","-1 464,5","1 012,4",3722,0,49,6353,"2 810,6",1 360,"1 450,6",0,3337,"2 069,4","2 323,3"
14.10.2022,"-1 335,1","-1 595,1",8745,3722,0,58,4966,"2 805,4",1 360,"1 445,4",0,3358,"2 063,3","2 323,3"
13.10.2022,"-1 349,8","-1 654,2",7917,3722,0,64,4132,"2 781,9",1 360,"1 421,9",0,336,2 019,"2 323,3"
12.10.2022,"-1 333,2","-1 566,8","1 272,1",1639,0,71,"1 101,2",3 175,1 390,1 785,0,3361,2 087,"2 320,5"
11.10.2022,"-1 409,5","-1 256,9","1 257,3",1646,0,68,"1 085,9","2 854,5",1 390,"1 464,5",0,3403,"2 473,1","2 320,5"
10.10.2022,"-1 544,1","-1 023,8","1 491,3",1646,0,68,"1 319,9","2 855,9",1 390,"1 465,9",0,3408,"2 840,8","2 320,5"
07.10.2022,"-1 501,8",-9112,"1 686,7",1646,0,67,"1 515,4","2 939,2",1 390,"1 549,2",0,3413,"2 911,1","2 320,5"
06.10.2022,"-1 546,1",-9936,"1 576,5",1646,0,69,1 405,"2 911,6",1 390,"1 521,6",0,3415,2 873,"2 320,5"
05.10.2022,"-1 809,1","-1 285,1","1 382,4",1653,0,64,"1 210,6","3 008,8","1 663,9","1 344,9",0,3413,"2 844,5","2 320,5"
04.10.2022,"-1 579,4",-1 073,"1 464,9",1653,0,53,"1 294,3","2 879,3","1 663,9","1 215,4",0,3414,2 827,"2 320,5"
03.10.2022,"-1 647,3","-1 132,2","1 478,5",1661,0,95,"1 302,9","2 954,9","1 663,9",1 291,0,3442,"2 835,6","2 320,5"
30.09.2022,"-1 906,9","-1 657,6",9953,1668,0,39,8245,"2 998,5","1 663,9","1 334,6",0,3457,"2 569,8","2 320,5"
29.09.2022,"-1 899,1","-1 942,6",8206,167,0,23,6513,"3 110,5","1 663,9","1 446,6",0,3473,2 277,"2 320,5"
28.09.2022,"-2 056,3","-2 071,5",5591,1672,0,16,3904,"2 980,8",1 800,"1 180,8",0,3503,"2 305,3","2 320,5"
27.09.2022,"-1 400,5","-1 743,5",9086,1689,0,11,7387,"3 002,3",1 800,"1 202,3",0,3502,"1 977,5","2 320,5"
26.09.2022,"-2 067,7","-1 620,3","1 008,6",1697,0,07,8382,"2 979,5",1 800,"1 179,5",0,3505,"2 767,9","2 320,5"
23.09.2022,-2 158,"-2 023,6",7596,1697,0,06,5893,3 139,1 800,1 339,0,3557,"2 454,9","2 320,5"
22.09.2022,"-2 401,2",-2 315,511,1716,0,06,3389,"3 181,9",1 800,"1 381,9",0,3558,"2 406,7","2 320,5"
21.09.2022,-2 405,-2 299,7621,1726,0,08,5887,3 417,"2 178,1",1 239,0,3559,"2 426,5","2 320,5"
20.09.2022,"-2 264,8",-2 566,5146,1736,0,08,3402,"3 436,6","2 178,1","1 258,5",0,356,"2 019,3","2 320,5"
19.09.2022,"-2 177,8","-2 801,9",2644,1743,0,05,895,"3 423,2","2 178,1","1 245,2",0,357,"1 696,5","2 320,5"
16.09.2022,"-2 305,8","-2 787,9",3154,1743,0,17,1394,"3 460,5","2 178,1","1 282,4",0,3571,"1 838,4","2 320,5"
15.09.2022,"-2 441,2",-2 830,3224,1747,0,3,1447,"3 509,7","2 178,1","1 331,7",0,3573,"1 931,7","2 320,5"
14.09.2022,-3 150,-3 655,2487,70,0,03,1784,"4 261,5","3 085,2","1 176,2",0,3578,"1 057,1","1 562,1"
13.09.2022,-3 061,"-3 210,7",2243,70,0,02,154,"3 793,2","2 320,6","1 472,6",0,3582,"1 412,4","1 562,1"
12.09.2022,"-3 072,3","-2 990,9",2276,701,0,04,1571,"3 577,1","2 320,6","1 256,5",0,3586,"1 643,5","1 562,1"
09.09.2022,"-3 153,7","-2 971,9",2293,701,0,04,1587,"3 562,4","2 320,6","1 241,8",0,3612,"1 743,9","1 562,1"
08.09.2022,"-3 274,6","-2 980,9",2319,701,0,03,1615,"3 570,3","2 320,6","1 249,7",0,3575,"1 855,8","1 562,1"
07.09.2022,"-3 262,4","-2 914,9",232,701,0,05,1613,"3 505,3","2 294,9","1 210,4",0,3584,"1 909,6","1 562,1"
06.09.2022,"-3 201,4","-2 985,8",231,701,0,04,1605,"3 577,8","2 294,9","1 282,9",0,361,"1 777,7","1 562,1"
05.09.2022,"-3 251,4","-2 794,3",2315,701,0,01,1613,"3 387,3","2 294,9","1 092,4",0,3615,"2 019,2","1 562,1"
02.09.2022,"-3 167,4","-2 804,5",232,701,0,01,1618,3 398,"2 294,9","1 103,1",0,3615,1 925,"1 562,1"
01.09.2022,"-3 236,8","-2 756,8",2912,701,0,11,2199,"3 413,6","2 294,9","1 118,7",0,3656,"2 042,1","1 562,1"
31.08.2022,"-3 357,5","-2 681,1",2928,701,0,02,2224,"3 341,3",2 271,"1 070,3",0,3674,"2 238,5","1 562,1"
30.08.2022,"-2 874,6","-2 712,6",2367,702,0,22,1644,"3 316,9",2 271,"1 045,9",0,3676,"1 724,1","1 562,1"
29.08.2022,"-2 845,3","-2 654,4",3028,702,0,01,2326,"3 325,2",2 271,"1 054,2",0,368,1 753,"1 562,1"
26.08.2022,"-2 642,1","-2 579,9",3038,702,0,03,2334,"3 254,7",2 271,9837,0,3711,"1 624,3","1 562,1"
25.08.2022,"-2 882,1","-2 803,4",2726,702,0,03,2021,"3 447,4",2 271,"1 176,4",0,3714,"1 640,8","1 562,1"
24.08.2022,"-2 877,9","-2 875,2",2451,705,0,03,1744,"3 491,8","2 283,2","1 208,6",0,3714,"1 564,8","1 562,1"
23.08.2022,"-2 798,7","-2 834,8",2454,708,0,01,1745,"3 460,6","2 283,2","1 177,4",0,3805,1 526,"1 562,1"
22.08.2022,"-2 896,8",-2 811,2485,71,0,0,1775,"3 441,5","2 283,2","1 158,4",0,3821,"1 647,9","1 562,1"
19.08.2022,"-2 804,7","-2 786,4",253,71,0,07,1814,"3 433,1","2 283,2","1 149,9",0,3937,"1 580,4","1 562,1"
18.08.2022,"-2 758,4","-2 796,9",2522,71,0,04,1808,"3 442,9","2 283,2","1 159,7",0,3938,"1 523,6","1 562,1"
17.08.2022,"-2 858,1","-2 707,9",2069,672,0,4,1356,"3 308,5",1 957,"1 351,5",0,3938,"1 712,3","1 562,1"
16.08.2022,-2 676,"-2 681,6",2393,672,0,42,1679,3 315,1 957,1 358,0,3941,"1 556,5","1 562,1"
15.08.2022,-2 616,"-2 620,1",1583,674,0,41,869,"3 175,7",1 957,"1 218,7",0,3973,1 558,"1 562,1"
12.08.2022,"-2 644,1","-2 631,3",1546,676,0,45,825,"3 183,8",1 957,"1 226,8",0,3979,"1 574,9","1 562,1"
11.08.2022,"-2 563,2","-2 675,5",1484,678,0,41,765,"3 222,1",1 957,"1 265,1",0,3983,"1 449,8","1 562,1"
10.08.2022,"-2 581,8","-2 629,5",4687,678,0,38,3972,3 497,"2 349,1","1 147,9",0,3988,1 521,"1 568,7"
09.08.2022,"-2 655,5","-2 617,2",2433,678,0,38,1717,"3 259,3","1 803,3",1 456,0,3988,"1 607,1","1 568,7"
08.08.2022,"-2 755,2","-2 359,1",3655,678,0,38,2939,"3 123,6","1 803,3","1 320,4",0,3991,"1 964,9","1 568,7"
05.08.2022,"-2 664,9","-2 183,6",5449,678,0,42,4729,"3 128,1","1 803,3","1 324,8",0,3995,2 050,"1 568,7"
04.08.2022,"-2 814,5","-2 212,3",6431,679,0,58,5695,"3 255,2","1 803,3","1 451,9",0,3997,"2 170,9","1 568,7"
03.08.2022,"-2 702,9",-1 814,7459,684,0,59,6716,"2 959,8",1 637,"1 322,8",0,3999,"2 457,6","1 568,7"
02.08.2022,"-2 558,7","-1 670,6",8464,684,0,58,7722,"2 916,4",1 637,"1 279,4",0,3994,"2 456,9","1 568,7"
01.08.2022,"-2 697,9","-2 243,8",1796,684,0,73,1039,"2 824,1",1 637,"1 187,1",0,4007,"2 022,8","1 568,7"
29.07.2022,"-2 602,4","-1 995,3",502,684,0,69,4268,"2 899,2",1 637,"1 262,2",0,4019,"2 175,8","1 568,7"
28.07.2022,"-2 832,3","-2 355,3",2247,684,0,59,1504,"2 982,1",1 637,"1 345,1",0,4022,"2 045,8","1 568,7"
27.07.2022,"-2 656,4","-2 672,5",2339,686,0,59,1595,3 312,1 870,1 442,0,4056,"1 552,6","1 568,7"
26.07.2022,"-2 075,5","-2 290,2",5174,688,0,59,4428,"3 217,3",1 870,"1 347,3",0,4096,1 354,"1 568,7"
25.07.2022,-2 672,"-2 888,8",1415,693,0,59,664,"3 546,5",1 870,"1 676,5",0,5162,1 352,"1 568,7"
22.07.2022,"-2 690,2","-2 756,2",138,693,0,72,615,"3 410,7",1 870,"1 540,7",0,5165,"1 502,7","1 568,7"
21.07.2022,"-2 647,1","-2 850,4",1374,693,0,66,616,"3 504,3",1 870,"1 634,3",0,5165,"1 365,4","1 568,7"
20.07.2022,"-2 613,5","-2 950,6",347,1689,0,65,1716,"3 816,2","2 297,7","1 518,6",0,5186,"1 231,6","1 568,7"
19.07.2022,"-2 526,5","-2 812,6",3416,1689,0,46,1681,"3 670,3","2 297,7","1 372,7",0,5161,"1 282,6","1 568,7"
